,"Propinsi, Kab/Kota","Kecamatan, Desa/Kel",Alamat,Koordinat
208,"JAWA TIMUR, KOTA BATU","BUMIAJI, TULUNGREJO",DUSUN JUNGGO,"-7.79655833333333, 112.527451666667"
209,"JAWA TIMUR, BANYUWANGI","BANGOREJO, SAMBIREJO",DSN. PASEMBON,"-8.49805, 114.162493333333"
210,"JAWA TIMUR, KAB. MAGETAN","NGUNTORONADI, SIMBATAN",SIMBATAN WETAN,"-7.69285656150247, 111.446869942077"
211,"JAWA TIMUR, KOTA BATU","BUMIAJI, GIRIPURNO",DUSUN SAWAHAN,"-7.8639439, 112.560853"
212,"JAWA TIMUR, KOTA BATU","JUNREJO, TORONGREJO",KLEREK,"-7.8770959, 112.5520984"
213,"JAWA TIMUR, KAB. BANYUWANGI","BANYUWANGI, PENGANTIGAN",LINGK. KALILO,"-8.20572663, 114.36941647"
214,"JAWA TIMUR, KAB. BANYUWANGI","SONGGON, BAYU",Dsn. PLANTARAN,"-8.215335, 114.196698333333"
215,"JAWA TIMUR, KAB. MAGETAN","MAGETAN, SELOSARI",JL SAWO,"-7.6550546, 111.3174061"
216,"JAWA TIMUR, KAB. MAGETAN","MAGETAN, BARON",BARON,"-7.64708586037159, 111.353962663561"
217,"JAWA TIMUR, KAB. BANYUWANGI","SEMPU, TEGALARUM",DSN TEGALYASAN,"-8.32574914, 114.1487934"
218,"JAWA TIMUR, KAB. BANYUWANGI","KALIBARU, KALIBARUWETAN",DUSUN WONOREJO,"-8.2502654, 113.9841403"
219,"JAWA TIMUR, KAB. BANYUWANGI","BANYUWANGI, KERTOSARI",JL. KH. ABDUL WAHID,"-8.2251437, 114.3739355"
220,"JAWA TIMUR, KAB. MALANG","AMPELGADING, TAMANASRI",TAMANASRI,"-8.2389939, 112.8607586"
221,"JAWA TIMUR, KAB. MAGETAN","NGUNTORONADI, NGUNTORONADI",NGUNTORONADI,"-7.7083681, 111.4355396"
222,"JAWA TIMUR, KAB. PACITAN","KEBONAGUNG, GAWANG",WATI,"-8.22062688879669, 111.172226406634"
223,"JAWA TIMUR, KOTA MALANG","KEDUNGKANDANG, MADYOPURO",JL. MADYOPURO NO. 01,"-7.97705149, 112.67486104"
224,"JAWA TIMUR, KAB. BANYUWANGI","BLIMBINGSARI, WATUKEBO",DUSUN GUMUK AGUNG .,"-8.34184502, 114.33024555"
225,"JAWA TIMUR, KAB. PACITAN","BANDAR, BANGUNSARI",PENDEM,"-7.9553564, 111.276507"
226,"JAWA TIMUR, KAB. GRESIK","GRESIK, GAPURO SUKOLILO",PAHLAWAN GG.7/23,"-7.15990666666667, 112.655845"
227,"JAWA TIMUR, KAB. GRESIK","DUDUKSAMPEYAN, TAMBAKREJO",TAMBAKREJO,"-7.14665439931572, 112.489719631477"
228,"JAWA TIMUR, KOTA BATU","BUMIAJI, GIRIPURNO",DUSUN SUMBERSARI,"-7.85743206739426, 112.552846977487"
229,"JAWA TIMUR, KAB. GRESIK","CERME, PANDU",DSN. MANDO,"-7.219603, 112.5834788"
230,"JAWA TIMUR, KAB. MAGETAN","KARANGREJO, PRAMPELAN",PRAMPELAN,"-7.556605, 111.422891666667"
231,"JAWA TIMUR, KAB. BOJONEGORO","TAMBAKREJO, MULYOREJO",DUSUN KEDUNG BANTENG,"-7.27975, 111.698096666667"
232,"JAWA TIMUR, KAB. BOJONEGORO","GAYAM, KATUR",BENDO,"-7.1421637, 111.7150735"
233,"JAWA TIMUR, KAB. BOJONEGORO","GAYAM, MOJODELIK",DUDUN LEDOK,"-7.1896145, 111.6876843"
234,"JAWA TIMUR, KAB. GRESIK","PANCENG, SERAH",DESA SERAH                              ,"-6.9477447, 112.4464686"
235,"JAWA TIMUR, KAB. GRESIK","GRESIK, TRATE",KH. ABDUL KARIM 17/46,"-7.155614, 112.6539073"
236,"JAWA TIMUR, KAB. BANYUWANGI","BLIMBINGSARI, PATOMAN",DSN. BLIBIS,"-8.33132927, 114.35373266"
237,"JAWA TIMUR, KAB. BANYUWANGI","BLIMBINGSARI, KAOTAN",DUSUN KRAJAN,"-8.32279766, 114.29994842"
238,"JAWA TIMUR, KAB. SIDOARJO","JABON, BALONGTANI",DUSUN PEGANJURAN,"-7.5520963, 112.7448641"
239,"JAWA TIMUR, KAB. BOJONEGORO","DANDER, SUMBERAGUNG",DUSUN GLONGGONG,"-7.2080006, 111.8476404"
240,"JAWA TIMUR, KAB. BOJONEGORO","DANDER, SUMBERARUM",SUMBERARUM,"-7.2486704, 111.8425125"
241,"JAWA TIMUR, KAB. TRENGGALEK","DURENAN, GADOR",DUSUN GADOR,"-8.0909819, 111.8090449"
242,"JAWA TIMUR, BOJONEGORO","BALEN, BULAKLO",SUWALOH,"-7.21893588, 111.97999164"
243,"JAWA TIMUR, KAB. TRENGGALEK","BENDUNGAN, SUMURUP",DUSUN KACANGAN,"-7.9650758, 111.696442"
244,"JAWA TIMUR, KAB. PACITAN","TEGALOMBO, TAHUNAN",PAHIT,"-7.9915414, 111.3455236"
245,"JAWA TIMUR, KAB. BANYUWANGI","ROGOJAMPI, KARANGBENDO",DUSUN PANCORAN,"-8.30374020617455, 114.298678301275"
246,"JAWA TIMUR, KAB. BOJONEGORO","DANDER, SUMBERARUM",DS SUMBERARUM,"-7.27258074, 111.8529429"
247,"JAWA TIMUR, KAB. PONOROGO","PULUNG, MUNGGUNG",DUKUH TOSARI,"-7.86216333333333, 111.6263"
248,"JAWA TIMUR, KAB. PACITAN","NAWANGAN, NGROMO",DUSUN NGETEP,"-7.94043, 111.209486666667"
249,"JAWA TIMUR, KAB. GRESIK","SIDAYU, RACI KULON",RACIKULON,"-6.99994117, 112.54252999"
250,"JAWA TIMUR, KAB. GRESIK","UJUNGPANGKAH, NGEMBOH",JL.JOKO SLINING,"-6.9079513, 112.5041336"
251,"JAWA TIMUR, PACITAN","NGADIROJO, NGADIROJO",KRAJAN,"-8.1355935, 111.3405813"
252,"JAWA TIMUR, KAB. PACITAN","NGADIROJO, PAGEREJO",KARANG ANYAR,"-8.20265, 111.290743333333"
253,"JAWA TIMUR, KAB. GRESIK","WRINGINANOM, WRINGINANOM",KRAJAN,"-7.3995478, 112.530366"
254,"JAWA TIMUR, KAB. PONOROGO","JAMBON, JONGGOL",DUKUH LOR,"-7.94347166666667, 111.372515"
255,"JAWA TIMUR, KAB. PACITAN","TEGALOMBO, NGRECO",GAMPING,"-8.07150166666667, 111.271061666667"
256,"JAWA TIMUR, KAB. GRESIK","UJUNGPANGKAH, PANGKAHWETAN",DUSUN KRAJAN 02,"-6.91472658421844, 112.557023344561"
257,"JAWA TIMUR, KAB. GRESIK","UJUNGPANGKAH, PANGKAHKULON",KAMPUNG RANDU AGUNG,"-6.9134099, 112.5547334"
258,"JAWA TIMUR, KAB. BANYUWANGI","ROGOJAMPI, ALIYAN",DUSUN KEDAWUNG,"-8.34094385, 114.26520697"
259,"JAWA TIMUR, KAB. MAGETAN","PONCOL, PONCOL",PONCOL,"-7.6913671, 111.2817079"
260,"JAWA TIMUR, KAB. GRESIK","BUNGAH, TANJUNG WIDORO",SISIR TIMUR,"-7.0321988, 112.6413877"
261,"JAWA TIMUR, KAB. GRESIK","BALONGPANGGANG, KEDUNGSUMBER",DUSUN KEDUNG WATU,"-7.2794288, 112.4249965"
262,"JAWA TIMUR, KAB. BANYUWANGI","BANGOREJO, TEMUREJO",DSN. SUMBERJAMBE,"-8.55072333333333, 114.182478333333"
263,"JAWA TIMUR, KOTA BATU","BUMIAJI, GIRIPURNO",DUSUN SUMBERSARI,"-7.8622197, 112.5525441"
264,"JAWA TIMUR, KAB. BANYUWANGI","PESANGGARAN, KANDANGAN",DUSUN SUMBERBOPONG,"-8.53401166666667, 113.981743333333"
265,"JAWA TIMUR, KAB. BANYUWANGI","PESANGGARAN, PESANGGARAN",DUSUN KRAJAN,"-8.5329648, 113.9828871"
266,"JAWA TIMUR, KAB. BANYUWANGI","GENTENG, GENTENGKULON",DUSUN MARON,"-8.34166, 114.1487255"
267,"JAWA TIMUR, KAB. BANYUWANGI","ROGOJAMPI, KEDALEMAN",DSN KEPATIHAN,"-8.3066582, 114.2966912"
268,"JAWA TIMUR, KOTA BATU","BUMIAJI, TULUNGREJO",DUSUN JUNGGO,"-7.7992011, 112.5272158"
269,"JAWA TIMUR, KAB. BANYUWANGI","KALIBARU, KAJARHARJO",DSN KRAJAN,"-8.286285, 114.00739"
270,"JAWA TIMUR, KAB. PONOROGO","PULUNG, PLUNTURAN",DUKUH CABEYAN,"-7.8443502, 111.6241572"
271,"JAWA TIMUR, KAB. MAGETAN","KAWEDANAN, TULUNG",DUSUN TULUNG,"-7.6993523, 111.4246885"
272,"JAWA TIMUR, KAB. PACITAN","ARJOSARI, SEDAYU",KARANGGONDANG,"-8.12962930183858, 111.112187001854"
273,"JAWA TIMUR, KAB. BOJONEGORO","TAMBAKREJO, NAPIS",DUSUN DAPLANGU,"-7.30780666666667, 111.600445"
274,"JAWA TIMUR, KAB. BOJONEGORO","TRUCUK, KANTEN",KANTEN,"-7.10844452, 111.79125348"
275,"JAWA TIMUR, KAB. BOJONEGORO","TAMBAKREJO, DOLOKGEDE",,"-7.2519741, 111.7073946"
276,"JAWA TIMUR, KAB. GRESIK","DUKUN, BULANGAN",DSN BULANGAN,"-6.9542404, 112.3976677"
277,"JAWA TIMUR, KAB. TRENGGALEK","TRENGGALEK, SUMBERGEDONG",LINGKUNGAN SAWAHAN,"-8.0624163, 111.717273"
278,"JAWA TIMUR, KAB. BOJONEGORO","SUMBEREJO, SUMBERHARJO",SUMBERHARJO,"-7.2289121009356, 112.063934840262"
279,"JAWA TIMUR, KAB. BOJONEGORO","MALO, TULUNGAGUNG",DSN. BANGKOK,"-7.1195758, 111.77402045"
280,"JAWA TIMUR, KOTA BATU","BUMIAJI, PUNTEN",JL. WELIRANG,"-7.83489833333333, 112.52313"
281,"JAWA TIMUR, KAB. BOJONEGORO","KEPOHBARU, WORO",DSN WORO,"-7.169915, 112.099628333333"
282,"JAWA TIMUR, KAB. BOJONEGORO","KEPOHBARU, BAYEMGEDE",DUSUN TRASAH,"-7.1644642, 112.0754809"
283,"JAWA TIMUR, KAB. GRESIK","KEDAMEAN, NGEPUNG",NGEPUNG,"-7.3292064, 112.5671595"
284,"JAWA TIMUR, KAB. BOJONEGORO","KEDUNGADEM, DROKILO",KEDUNGRINGIN,"-7.2860136, 112.048531"
285,"JAWA TIMUR, KAB. GRESIK","KEDAMEAN, BELAHANREJO",BELAHANREJO,"-7.3234013, 112.5336354"
286,"JAWA TIMUR, KAB. BOJONEGORO","PURWOSARI, KALIOMBO",DUSUN SUKOREJO,"-7.23881626, 111.68610267"
287,"JAWA TIMUR, KAB. BOJONEGORO","KEPOHBARU, MUDUNG",DUSUN TLANAK,"-7.17123736162383, 112.126501820827"
288,"JAWA TIMUR, KAB. BANYUWANGI","BLIMBINGSARI, WATUKEBO",DSN GUMUK AGUNG,"-8.3382963, 114.3266948"
289,"JAWA TIMUR, KAB. BANYUWANGI","BLIMBINGSARI, WATUKEBO",DSN GLONDONG,"-8.34143809, 114.34847436"
290,"JAWA TIMUR, KAB. BOJONEGORO","MALO, PETAK",PETAK,"-7.12787779513747, 111.686211163178"
291,"JAWA TIMUR, KAB. BANYUWANGI","BLIMBINGSARI, WATUKEBO",DUSUN GLONDONG,"-8.349208, 114.346214"
292,"JAWA TIMUR, KAB. BOJONEGORO","NGASEM, SENDANGHARJO",DSN TAWARAN,"-7.2491466, 111.7698502"
293,"JAWA TIMUR, KAB. BANYUWANGI","SRONO, PARIJATAH WETAN",DUSUN SIDOREJO,"-8.36765333333333, 114.238703333333"
294,"JAWA TIMUR, KAB. MALANG","PUJON, NGROTO",DUSUN KRAJAN,"-7.83966856, 112.46655067"
295,"JAWA TIMUR, KAB. BOJONEGORO","DANDER, SUMBERARUM",SUMBERARUM,"-7.2716167, 111.8576809"
296,"JAWA TIMUR, KAB. BOJONEGORO","DANDER, SENDANGREJO",DUSUN KLUWIH,"-7.2243876, 111.8465543"
297,"JAWA TIMUR, KAB. BANYUWANGI","WONGSOREJO, ALASBULUH",DUSUN KRAJAN I,"-8.0000841, 114.4028068"
298,"JAWA TIMUR, KAB. BANYUWANGI","WONGSOREJO, ALASBULUH",DUSUN KRAJAN I,"-8.0124243, 114.4097195"
299,"JAWA TIMUR, KAB. BOJONEGORO","BUBULAN, BUBULAN",DUSUN TLOTOK,"-7.3340871, 111.7917369"
300,"JAWA TIMUR, KOTA SURABAYA","GUBENG, MOJO",MOJOKLANGGRU LOR 80,"-7.26833773, 112.76890883"
301,"JAWA TIMUR, KAB. BOJONEGORO","DANDER, NGRASEH",NGRASEH,"-7.2257729, 111.8704592"
302,"JAWA TIMUR, KAB. GRESIK","BALONGPANGGANG, BRANGKAL",BRANGKAL,"-7.332217, 112.3901969"
303,"JAWA TIMUR, KAB. MAGETAN","LEMBEYAN, KEDIREN",SEKADALAN,"-7.75509917, 111.37346535"
304,"JAWA TIMUR, KAB. TRENGGALEK","DURENAN, SUMBERGAYAM",DUSUN JAJAR,"-8.1034136, 111.81876571"
305,"JAWA TIMUR, KAB. PACITAN","PACITAN, MENTORO",KEDAWUNG,"-8.193315, 111.1203711"
306,"JAWA TIMUR, BANYUWANGI","BANGOREJO, BANGOREJO",DSN. TAMANSURUH,"-8.4842901, 114.1804036"
307,"JAWA TIMUR, KAB. PACITAN","SUDIMORO, SUDIMORO",DSN SIDOREJO,"-8.2059886, 111.3879042"
308,"JAWA TIMUR, KAB. PACITAN","SUDIMORO, GUNUNGREJO",REJOSO,"-8.2182003, 111.3975469"
309,"JAWA TIMUR, KAB. JEMBER","BANGSALSARI, CURAHKALONG",DUSUN SUMBERKLOPO,"-8.1478396, 113.5183492"
310,"JAWA TIMUR, KAB. PACITAN","ARJOSARI, MLATI",DSN.KEDUNGJATI,"-8.10058682, 111.10295974"
311,"JAWA TIMUR, KAB. PACITAN","BANDAR, TUMPUK",BENDO,"-7.98345318, 111.27657618"
312,"JAWA TIMUR, KAB. PACITAN","TEGALOMBO, PLOSO",WERU,"-8.0075728, 111.3377876"
313,"JAWA TIMUR, KAB. PACITAN","PRINGKUKU, TAMANASRI",KENDAL,"-8.1117205, 111.0931722"
314,"JAWA TIMUR, KAB. BANYUWANGI","GAMBIRAN, JAJAG",DUSUN BULUSARI,"-8.4243629, 114.1846215"
315,"JAWA TIMUR, KAB. BANYUWANGI","PURWOHARJO, KARETAN",DUSUN SIDOAGUNG,"-8.5150573, 114.2211821"
316,"JAWA TIMUR, KAB. GRESIK","CERME, GEDANGKULUD",DSN JENGGOLOK,"-7.20740780699998, 112.533568264917"
317,"JAWA TIMUR, KAB. BANYUWANGI","GAMBIRAN, JAJAG",DUSUN KAMPUNG BARU,"-8.4443267, 114.1849931"
318,"JAWA TIMUR, KAB. MAGETAN","KARTOHARJO, NGELANG",NGELANG,"-7.533787, 111.4937302"
319,"JAWA TIMUR, KAB. BANYUWANGI","LICIN, SEGOBANG",DUSUN KRAJAN TIMUR,"-8.20770944, 114.2606538"
320,"JAWA TIMUR, KAB. GRESIK","BALONGPANGGANG, BRANGKAL",BRANGKAL,"-7.33231459278613, 112.39018692635"
321,"JAWA TIMUR, KAB. BANYUWANGI","BANYUWANGI, SOBO",JL.IKAN LAYUR GG. PATOK ABANG,"-8.244455, 114.368285"
322,"JAWA TIMUR, KAB. MAGETAN","NGARIBOYO, BANYUDONO",BANYUDONO,"-7.68574165, 111.33951298"
323,"JAWA TIMUR, KOTA KEDIRI","PESANTREN, BETET",BETET,"-7.85117333333333, 112.043765"
324,"JAWA TIMUR, KAB. GRESIK","BUNGAH, KRAMAT",DSN KARANGLIMAN,"-7.0380308, 112.6468685"
325,"JAWA TIMUR, KOTA BATU","BATU, PESANGGRAHAN",JL. LAHOR,"-7.8655503, 112.5190144"
326,"JAWA TIMUR, KAB. BANYUWANGI","KALIPURO, KETAPANG",DUSUN SELOGIRI,"-8.1213248, 114.3965727"
327,"JAWA TIMUR, KAB. BLITAR","DOKO, RESAPOMBO",DSN WONOREJO,"-8.31391586, 112.82275771"
328,"JAWA TIMUR, BANYUWANGI","BANGOREJO, BANGOREJO",DSN. SERE,"-8.46257166666667, 114.170113333333"
329,"JAWA TIMUR, KAB. BANYUWANGI","GLAGAH, BANJARSARI",LINGKUNGAN GUNUNGSARI,"-8.22212321, 114.33459824"
330,"JAWA TIMUR, KAB. BANYUWANGI","SRONO, REJOAGUNG",DUSUN SUMBERGROTO,"-8.38007781, 114.31743681"
331,"JAWA TIMUR, MAGETAN","PARANG, KRAJAN",DUKUH KRAJAN,"-7.6345105, 111.3603975"
332,"JAWA TIMUR, KAB. MAGETAN","KARTOHARJO, KARANGMOJO",KARANGMOJO,"-7.5242025, 111.4599643"
333,"JAWA TIMUR, KAB. MAGETAN","KARAS, GINUK",GINUK,"-7.58504316, 111.34654347"
334,"JAWA TIMUR, KAB. BOJONEGORO","BALEN, KEMAMANG",JL  BUYUT DALI,"-7.2038106, 111.9389559"
335,"JAWA TIMUR, KAB. GRESIK","CERME, DUNGUS",DUNGUS KIDUL,"-7.2374587, 112.537867"
336,"JAWA TIMUR, KAB. BANYUWANGI","ROGOJAMPI, BUBUK",DUSUN WARENGAN,"-8.3292, 114.2712121"
337,"JAWA TIMUR, KAB. BANYUWANGI","GLENMORE, SUMBERGONDO",DUSUN.GUNUNGSARI,"-8.28703166666667, 114.101753333333"
338,"JAWA TIMUR, KAB. MAGETAN","MAOSPATI, MALANG",JL.PEPAYA,"-7.5885803, 111.4302214"
339,"JAWA TIMUR, KAB. MAGETAN","NGARIBOYO, MOJOPURNO",MOJOPURNO,"-7.67167639, 111.34777702"
340,"JAWA TIMUR, KAB. MAGETAN","PONCOL, GONGGANG",GONGGANG,"-7.7255205, 111.2392303"
341,"JAWA TIMUR, KAB. BANYUWANGI","PURWOHARJO, GRAJAGAN",DUSUN KAMPUNGBARU,"-8.5973844, 114.2219259"
342,"JAWA TIMUR, KAB. MAGETAN","TAKERAN, SAWOJAJAR",SAWOJAJAR,"-7.6873966, 111.4899118"
343,"JAWA TIMUR, KAB. BANYUWANGI","PURWOHARJO, PURWOHARJO",DUSUN GUMUKREJO,"-8.4955783, 114.2182205"
344,"JAWA TIMUR, KAB. GRESIK","BALONGPANGGANG, KEDUNGPRING",PILANGREJO,"-7.2748599, 112.4393389"
345,"JAWA TIMUR, KAB. BANYUWANGI","BANYUWANGI, KERTOSARI",JL. IKAN HIU,"-8.22688833333333, 114.37414"
346,"JAWA TIMUR, KAB. TRENGGALEK","DURENAN, GADOR",DUSUN PINGIT KULON,"-8.080322, 111.783011"
347,"JAWA TIMUR, KAB. BANGKALAN","KONANG, SAMBIYAN",DSN. RAMPASAN,"-7.0377189, 113.1059409"
348,"JAWA TIMUR, KOTA BATU","JUNREJO, PENDEM",MOJOREJO,"-7.90329972, 112.57984084"
349,"JAWA TIMUR, KAB. PACITAN","NAWANGAN, PENGGUNG",PAGERSARI,"-7.96121063176543, 111.173976715654"
350,"JAWA TIMUR, KAB. GRESIK","GRESIK, PULOPANCIKAN",HARUN THOHIR 11-A/53,"-7.1545492, 112.6585489"
351,"JAWA TIMUR, KOTA BATU","BUMIAJI, BULUKERTO",JL. KENANGA KLIRAN,"-7.84221685957164, 112.531735561788"
352,"JAWA TIMUR, KOTA BATU","BUMIAJI, TULUNGREJO",DUSUN KEKEP,"-7.8258264, 112.5298979"
353,"JAWA TIMUR, KAB. MAGETAN","BENDO, BELOTAN",DUSUN. VI,"-7.66873052, 111.42647003"
354,"JAWA TIMUR, KAB. BOJONEGORO","BALEN, SIDOBANDUNG",JL JOGOLEKSONO GG SAWO III,"-7.2200768, 111.9436365"
355,"JAWA TIMUR, KAB. MAGETAN","LEMBEYAN, KEDUNGPANJI",KEDUNGPANJI,"-7.7472613, 111.451185"
356,"JAWA TIMUR, KAB. BOJONEGORO","TEMAYANG, PANDANTOYO",PANDANTOYO,"-7.31887936592102, 111.919360756874"
357,"JAWA TIMUR, KAB. BOJONEGORO","SUKOSEWU, DUYUNGAN",DUSUN KALIPAN,"-7.24955034255981, 111.95825958252"
358,"JAWA TIMUR, KAB. GRESIK","BUNGAH, MELIRANG",DUSUN GALALO,"-7.0362, 112.530176666667"
359,"JAWA TIMUR, KAB. BOJONEGORO","GAYAM, NGRAHO",DUSUN NGRAHO,"-7.15469416, 111.6806269"
360,"JAWA TIMUR, KAB. TRENGGALEK","DURENAN, NGADISUKO",DUSUN TAWING,"-8.1349712, 111.78091204"
361,"JAWA TIMUR, KAB. BOJONEGORO","KALITIDU, PUNGPUNGAN",DSN PUNGPUNGAN,"-7.13607232, 111.80760768"
362,"JAWA TIMUR, KAB. GRESIK","SANGKAPURA, PUDAKITBARAT",DSN. LAOKSAWAH,"-5.82223666666667, 112.612728333333"
363,"JAWA TIMUR, KAB. BOJONEGORO","BAURENO, TANGGUNGAN",TANGGUNGAN,"-7.10035007, 112.1324223"
364,"JAWA TIMUR, KAB. BOJONEGORO","BALEN, PENGANTEN",DUSUN BANJARSARI,"-7.2290248, 111.9823409"
365,"JAWA TIMUR, KAB. BOJONEGORO","BALEN, SARIREJO",DUSUN BEBET,"-7.1438571, 111.9744196"
366,"JAWA TIMUR, KAB. BOJONEGORO","BAURENO, LEBAKSARI",DUSUN NGGOWOK,"-7.1018072, 112.1292309"
367,"JAWA TIMUR, KAB. BOJONEGORO","PADANGAN, TEBON",DSN TEBON,"-7.20345475, 111.57258058"
368,"JAWA TIMUR, KAB. BOJONEGORO","KEDUNGADEM, MEGALE",DSN BETON,"-7.28751496, 112.01854234"
369,"JAWA TIMUR, BOJONEGORO","MALO, TREMBES",TREMBES,"-7.1089107, 111.7397922"
370,"JAWA TIMUR, KAB. BOJONEGORO","KANOR, SIMOREJO",DUSUN MALEBO,"-7.12249509, 112.04403535"
371,"JAWA TIMUR, KAB. TRENGGALEK","PULE, JOHO",DUSUN NGRANDU,"-8.1585236, 111.5305799"
372,"JAWA TIMUR, KAB. BOJONEGORO","KEDUNGADEM, SIDOREJO",DUSUN BENDO,"-7.28369666666667, 112.051175"
373,"JAWA TIMUR, KAB. BOJONEGORO","PURWOSARI, NGREJENG",DUSUN NGREJENG,"-7.2139316, 111.7031802"
374,"JAWA TIMUR, KAB. BOJONEGORO","PURWOSARI, PELEM",DUSUN PELEM,"-7.1960094, 111.6871262"
375,"JAWA TIMUR, KAB. BOJONEGORO","SEKAR, BARENG",KALIMAS,"-7.37756336, 111.73962287"
376,"JAWA TIMUR, KAB. TRENGGALEK","DONGKO, CAKUL",DUSUN KARANGSUDO,"-8.2171374, 111.5329777"
377,"JAWA TIMUR, KAB. BANYUWANGI","BLIMBINGSARI, WATUKEBO",DUSUN PATOMAN .,"-8.3247421, 114.3389643"
378,"JAWA TIMUR, KAB. BOJONEGORO","MALO, SUKOREJO",DUSUN KIDANGAN,"-7.1197595, 111.7742626"
379,"JAWA TIMUR, KAB. BOJONEGORO","BOJONEGORO, SUKOREJO",JL BRIGJEND SUTOYO,"-7.1583881, 111.8849672"
380,"JAWA TIMUR, KAB. BOJONEGORO","DANDER, KARANGSONO",DUSUN GLONGGONG,"-7.2349904, 111.8433579"
381,"JAWA TIMUR, KAB. BOJONEGORO","BOJONEGORO, JETAK",JL MT HARYONO NO 65,"-7.16727683, 111.86359759"
382,"JAWA TIMUR, KAB. BOJONEGORO","DANDER, NGRASEH",DESA NGRASEH,"-7.23908984, 111.86895586"
383,"JAWA TIMUR, KAB. BOJONEGORO","DANDER, DANDER",DS DANDER,"-7.2540852, 111.84127736"
384,"JAWA TIMUR, KAB. MALANG","PONCOKUSUMO, PANDANSARI",PANDANSARI,"-8.0716896, 112.8051196"
385,"JAWA TIMUR, KAB. BOJONEGORO","DANDER, SENDANGREJO",SENDANGREJO,"-7.21519166666667, 111.84927"
386,"JAWA TIMUR, KAB. KEDIRI","KAYEN KIDUL, JAMBU",DSN. SUMBERJO,"-7.75507253, 112.1397572"
387,"JAWA TIMUR, KAB. PACITAN","BANDAR, BANDAR",DSN. SALAM,"-8.00412557, 111.27592518"
388,"JAWA TIMUR, KAB. PACITAN","BANDAR, JERUK",BENDO,"-7.9555171, 111.2440742"
389,"JAWA TIMUR, KAB. BANYUWANGI","TEGALDLIMO, KALIPAIT",KUTOREJO,"-8.5682377, 114.3586045"
390,"JAWA TIMUR, PACITAN","TULAKAN, KALIKUNING",DSN KEPEK,"-8.0427321, 111.1800921"
391,"JAWA TIMUR, KAB. BANYUWANGI","BLIMBINGSARI, WATUKEBO",DUSUN KRAJAN,"-8.322333, 114.3165005"
392,"JAWA TIMUR, PACITAN","TEGALOMBO, KEMUNING",DSN. GRIGAK,"-8.1732181, 111.1818493"
393,"JAWA TIMUR, KAB. PACITAN","SUDIMORO, SUMBEREJO",KRAJAN,"-8.1768976, 111.387514"
394,"JAWA TIMUR, KAB. PACITAN","TULAKAN, BUBAKAN",TANGGUNG,"-8.12925756443292, 111.283562136814"
395,"JAWA TIMUR, KAB. MAGETAN","LEMBEYAN, PUPUS",DK MAROKAN,"-7.73404634557664, 111.404496151954"
396,"JAWA TIMUR, KAB. BANYUWANGI","MUNCAR, TEMBOKREJO",DSN. KRAJAN,"-8.4314732, 114.3203915"
397,"JAWA TIMUR, KAB. BANYUWANGI","MUNCAR, SUMBERBERAS",DUSUN SIDOMULYO,"-8.47878666666667, 114.302208333333"
398,"JAWA TIMUR, MAGETAN","KARAS, KARAS",KARAS,"-7.576845, 111.391604"
399,"JAWA TIMUR, KOTA BATU","JUNREJO, JUNREJO",JL. SIMPANG TRUNOJOYO 02,"-7.8995682, 112.5567474"
400,"JAWA TIMUR, KAB. BANYUWANGI","PURWOHARJO, GRAJAGAN",DUSUN BULUSARI,"-8.5514292, 114.279727"
401,"JAWA TIMUR, KAB. BANYUWANGI","GAMBIRAN, YOSOMULYO",DUSUN SIDOREJO WETAN,"-8.40511062, 114.17075227"
402,"JAWA TIMUR, KAB. MAGETAN","NGARIBOYO, BANGSRI",BANGSRI,"-7.6741688, 111.30041688"
403,"JAWA TIMUR, KOTA BATU","BUMIAJI, GIRIPURNO",DUSUN SUMBERSARI,"-7.8581896, 112.5507365"
404,"JAWA TIMUR, KAB. MAGETAN","SUKOMORO, TINAP",TINAP,"-7.60759164, 111.39987113"
405,"JAWA TIMUR, KAB. MAGETAN","PANEKAN, BEDAGUNG",DSN. SENGONAN,"-7.61506335, 111.26124175"
406,"JAWA TIMUR, KAB. MAGETAN","PANEKAN, JABUNG",DSN. GONDANG,"-7.5901542, 111.2947494"
407,"JAWA TIMUR, KAB. MAGETAN","NGUNTORONADI, DRIYOREJO",DSN TAWANG,"-7.689657, 111.4196323"
408,"JAWA TIMUR, KAB. MALANG","AMPELGADING, TAMANSARI",DSN TAMANREJO,"-8.172285, 112.870761666667"
409,"JAWA TIMUR, KAB. BANYUWANGI","SRONO, KEPUNDUNGAN",DUSUN PEKULO,"-8.36455247, 114.22922613"
410,"JAWA TIMUR, KAB. MAGETAN","PONCOL, PONCOL",PONCOL,"-7.7317405, 111.2547163"
411,"JAWA TIMUR, KAB. BANYUWANGI","LICIN, SEGOBANG",DUSUN SRAMPON,"-8.21442566, 114.26488998"
412,"JAWA TIMUR, KAB. MAGETAN","MAGETAN, SELOSARI",JL. HASANUDIN,"-7.6508155, 111.3126349"
413,"JAWA TIMUR, KAB. BANYUWANGI","PURWOHARJO, GRAJAGAN",DUSUN GRAJAGAN PANTAI,"-8.5930329, 114.2242942"
414,"JAWA TIMUR, KAB. MAGETAN","LEMBEYAN, TUNGGUR",DUSUN TUNGGUR,"-7.7722475, 111.4170282"
415,"JAWA TIMUR, KOTA BATU","JUNREJO, MOJOREJO",JL MOJOASRI,"-7.8998767, 112.5618373"
